study,source,Inst,dbase,hcp_variable,variable_label,variable_type,variable_options,nda_structure,nda_element,structure_label,element_label,element_description,element_values,inst_short,template,action_requested,hcp_variable_upload,specialty_code,requested_python
,REDCap,,hcpa,lan21,,,,leap01,lan21,,,,,,,,lan21,,
,REDCap,,hcpa,lan22,,,,leap01,lan22,,,,,,,,lan22,,
,REDCap,,hcpa,lan23,,,,leap01,lan23,,,,,,,,lan23,,
,REDCap,,hcpa,lan24,,,,leap01,lan24,,,,,,,,lan24,,
,REDCap,,hcpa,lan31,,,,leap01,lan31,,,,,,,,lan31,,
,REDCap,,hcpa,lan32,,,,leap01,lan32,,,,,,,,lan32,,
,REDCap,,hcpa,lan33,,,,leap01,lan33,,,,,,,,lan33,,
,REDCap,,hcpa,lan34,,,,leap01,lan34,,,,,,,,lan34,,
,REDCap,,hcpa,lan3err,,,,leap01,lan3err,,,,,,,,lan3err,,
,REDCap,,hcpa,lan41,,,,leap01,lan41,,,,,,,,lan41,,
,REDCap,,hcpa,lan42,,,,leap01,lan42,,,,,,,,lan42,,
,REDCap,,hcpa,lan43,,,,leap01,lan43,,,,,,,,lan43,,
,REDCap,,hcpa,lan44,,,,leap01,lan44,,,,,,,,lan44,,
,REDCap,,hcpa,lan4err,,,,leap01,lan4err,,,,,,,,lan4err,,
,REDCap,,hcpa,lan511,,,,leap01,lan511,,,,,,,,lan511,,
,REDCap,,hcpa,lan512,,,,leap01,lan512,,,,,,,,lan512,,
,REDCap,,hcpa,lan513,,,,leap01,lan513,,,,,,,,lan513,,
,REDCap,,hcpa,lan514,,,,leap01,lan514,,,,,,,,lan514,,
,REDCap,,hcpa,lan521,,,,leap01,lan521,,,,,,,,lan521,,
,REDCap,,hcpa,lan522,,,,leap01,lan522,,,,,,,,lan522,,
,REDCap,,hcpa,lan523,,,,leap01,lan523,,,,,,,,lan523,,
,REDCap,,hcpa,lan524,,,,leap01,lan524,,,,,,,,lan524,,
,REDCap,,hcpa,lan531,,,,leap01,lan531,,,,,,,,lan531,,
,REDCap,,hcpa,lan532,,,,leap01,lan532,,,,,,,,lan532,,
,REDCap,,hcpa,lan533,,,,leap01,lan533,,,,,,,,lan533,,
,REDCap,,hcpa,lan534,,,,leap01,lan534,,,,,,,,lan534,,
,REDCap,,hcpa,lan541,,,,leap01,lan541,,,,,,,,lan541,,
,REDCap,,hcpa,lan542,,,,leap01,lan542,,,,,,,,lan542,,
,REDCap,,hcpa,lan543,,,,leap01,lan543,,,,,,,,lan543,,
,REDCap,,hcpa,lan544,,,,leap01,lan544,,,,,,,,lan544,,
,REDCap,,hcpa,lan611,,,,leap01,lan611,,,,,,,,lan611,,
,REDCap,,hcpa,lan612,,,,leap01,lan612,,,,,,,,lan612,,
,REDCap,,hcpa,lan613,,,,leap01,lan613,,,,,,,,lan613,,
,REDCap,,hcpa,lan621,,,,leap01,lan621,,,,,,,,lan621,,
,REDCap,,hcpa,lan622,,,,leap01,lan622,,,,,,,,lan622,,
,REDCap,,hcpa,lan623,,,,leap01,lan623,,,,,,,,lan623,,
,REDCap,,hcpa,lan631,,,,leap01,lan631,,,,,,,,lan631,,
,REDCap,,hcpa,lan632,,,,leap01,lan632,,,,,,,,lan632,,
,REDCap,,hcpa,lan633,,,,leap01,lan633,,,,,,,,lan633,,
,REDCap,,hcpa,lan641,,,,leap01,lan641,,,,,,,,lan641,,
,REDCap,,hcpa,lan642,,,,leap01,lan642,,,,,,,,lan642,,
,REDCap,,hcpa,lan643,,,,leap01,lan643,,,,,,,,lan643,,
,REDCap,,hcpa,lan71,,,,leap01,lan71,,,,,,,,lan71,,
,REDCap,,hcpa,lan72,,,,leap01,lan72,,,,,,,,lan72,,
,REDCap,,hcpa,lan73,,,,leap01,lan73,,,,,,,,lan73,,
,REDCap,,hcpa,lan74,,,,leap01,lan74,,,,,,,,lan74,,
,REDCap,,hcpa,lan81,,,,leap01,lan81,,,,,,,,lan81,,
,REDCap,,hcpa,lan82,,,,leap01,lan82,,,,,,,,lan82,,
,REDCap,,hcpa,lan83,,,,leap01,lan83,,,,,,,,lan83,,
,REDCap,,hcpa,lan84,,,,leap01,lan84,,,,,,,,lan84,,
,REDCap,,hcpa,gales1,,,,gales01,gales1,,,,,,,,gales1,,
,REDCap,,hcpa,gales1b,,,,gales01,gales1b,,,,,,,,gales1b,,
,REDCap,,hcpa,gales1c,,,,gales01,gales1c,,,,,,,,gales1c,,
,REDCap,,hcpa,gales2,,,,gales01,gales2,,,,,,,,gales2,,
,REDCap,,hcpa,gales2b,,,,gales01,gales2b,,,,,,,,gales2b,,
,REDCap,,hcpa,gales2c,,,,gales01,gales2c,,,,,,,,gales2c,,
,REDCap,,hcpa,gales3,,,,gales01,gales3,,,,,,,,gales3,,
,REDCap,,hcpa,gales3b,,,,gales01,gales3b,,,,,,,,gales3b,,
,REDCap,,hcpa,gales3c,,,,gales01,gales3c,,,,,,,,gales3c,,
,REDCap,,hcpa,gales4,,,,gales01,gales4,,,,,,,,gales4,,
,REDCap,,hcpa,gales4b,,,,gales01,gales4b,,,,,,,,gales4b,,
,REDCap,,hcpa,gales4c,,,,gales01,gales4c,,,,,,,,gales4c,,
,REDCap,,hcpa,gales5,,,,gales01,gales5,,,,,,,,gales5,,
,REDCap,,hcpa,gales5b,,,,gales01,gales5b,,,,,,,,gales5b,,
,REDCap,,hcpa,gales5c,,,,gales01,gales5c,,,,,,,,gales5c,,
,REDCap,,hcpa,gales6,,,,gales01,gales6,,,,,,,,gales6,,
,REDCap,,hcpa,gales6b,,,,gales01,gales6b,,,,,,,,gales6b,,
,REDCap,,hcpa,gales6c,,,,gales01,gales6c,,,,,,,,gales6c,,
,REDCap,,hcpa,gales7,,,,gales01,gales7,,,,,,,,gales7,,
,REDCap,,hcpa,gales7b,,,,gales01,gales7b,,,,,,,,gales7b,,
,REDCap,,hcpa,gales7c,,,,gales01,gales7c,,,,,,,,gales7c,,
,REDCap,,hcpa,gales8,,,,gales01,gales8,,,,,,,,gales8,,
,REDCap,,hcpa,gales8b,,,,gales01,gales8b,,,,,,,,gales8b,,
,REDCap,,hcpa,gales8c,,,,gales01,gales8c,,,,,,,,gales8c,,
,REDCap,,hcpa,gales9,,,,gales01,gales9,,,,,,,,gales9,,
,REDCap,,hcpa,gales9b,,,,gales01,gales9b,,,,,,,,gales9b,,
,REDCap,,hcpa,gales9c,,,,gales01,gales9c,,,,,,,,gales9c,,
,REDCap,,hcpa,gales10,,,,gales01,gales10,,,,,,,,gales10,,
,REDCap,,hcpa,gales10b,,,,gales01,gales10b,,,,,,,,gales10b,,
,REDCap,,hcpa,gales10c,,,,gales01,gales10c,,,,,,,,gales10c,,
,REDCap,,hcpa,gales11,,,,gales01,gales11,,,,,,,,gales11,,
,REDCap,,hcpa,gales11b,,,,gales01,gales11b,,,,,,,,gales11b,,
,REDCap,,hcpa,gales11c,,,,gales01,gales11c,,,,,,,,gales11c,,
,REDCap,,hcpa,gales12,,,,gales01,gales12,,,,,,,,gales12,,
,REDCap,,hcpa,gales12b,,,,gales01,gales12b,,,,,,,,gales12b,,
,REDCap,,hcpa,gales12c,,,,gales01,gales12c,,,,,,,,gales12c,,
,REDCap,,hcpa,gales13,,,,gales01,gales13,,,,,,,,gales13,,
,REDCap,,hcpa,gales13b,,,,gales01,gales13b,,,,,,,,gales13b,,
,REDCap,,hcpa,gales13c,,,,gales01,gales13c,,,,,,,,gales13c,,
,REDCap,,hcpa,gales14,,,,gales01,gales14,,,,,,,,gales14,,
,REDCap,,hcpa,gales14b,,,,gales01,gales14b,,,,,,,,gales14b,,
,REDCap,,hcpa,gales14c,,,,gales01,gales14c,,,,,,,,gales14c,,
,REDCap,,hcpa,gales15,,,,gales01,gales15,,,,,,,,gales15,,
,REDCap,,hcpa,gales15b,,,,gales01,gales15b,,,,,,,,gales15b,,
,REDCap,,hcpa,gales15c,,,,gales01,gales15c,,,,,,,,gales15c,,
,REDCap,,hcpa,gales16,,,,gales01,gales16,,,,,,,,gales16,,
,REDCap,,hcpa,gales16b,,,,gales01,gales16b,,,,,,,,gales16b,,
,REDCap,,hcpa,gales16c,,,,gales01,gales16c,,,,,,,,gales16c,,
,REDCap,,hcpa,gales17,,,,gales01,gales17,,,,,,,,gales17,,
,REDCap,,hcpa,gales17b,,,,gales01,gales17b,,,,,,,,gales17b,,
,REDCap,,hcpa,gales17c,,,,gales01,gales17c,,,,,,,,gales17c,,
,REDCap,,hcpa,gales18,,,,gales01,gales18,,,,,,,,gales18,,
,REDCap,,hcpa,gales18b,,,,gales01,gales18b,,,,,,,,gales18b,,
,REDCap,,hcpa,gales18c,,,,gales01,gales18c,,,,,,,,gales18c,,
,REDCap,,hcpa,gales19,,,,gales01,gales19,,,,,,,,gales19,,
,REDCap,,hcpa,gales19b,,,,gales01,gales19b,,,,,,,,gales19b,,
,REDCap,,hcpa,gales19c,,,,gales01,gales19c,,,,,,,,gales19c,,
,REDCap,,hcpa,gales20,,,,gales01,gales20,,,,,,,,gales20,,
,REDCap,,hcpa,gales20b,,,,gales01,gales20b,,,,,,,,gales20b,,
,REDCap,,hcpa,gales20c,,,,gales01,gales20c,,,,,,,,gales20c,,
,REDCap,,hcpa,gales21,,,,gales01,gales21,,,,,,,,gales21,,
,REDCap,,hcpa,gales21b,,,,gales01,gales21b,,,,,,,,gales21b,,
,REDCap,,hcpa,gales21c,,,,gales01,gales21c,,,,,,,,gales21c,,
,REDCap,,hcpa,gales22,,,,gales01,gales22,,,,,,,,gales22,,
,REDCap,,hcpa,gales22b,,,,gales01,gales22b,,,,,,,,gales22b,,
,REDCap,,hcpa,gales22c,,,,gales01,gales22c,,,,,,,,gales22c,,
,REDCap,,hcpa,gales23,,,,gales01,gales23,,,,,,,,gales23,,
,REDCap,,hcpa,gales23b,,,,gales01,gales23b,,,,,,,,gales23b,,
,REDCap,,hcpa,gales23c,,,,gales01,gales23c,,,,,,,,gales23c,,
,REDCap,,hcpa,gales24,,,,gales01,gales24,,,,,,,,gales24,,
,REDCap,,hcpa,gales24b,,,,gales01,gales24b,,,,,,,,gales24b,,
,REDCap,,hcpa,gales24c,,,,gales01,gales24c,,,,,,,,gales24c,,
,REDCap,,hcpa,gales25,,,,gales01,gales25,,,,,,,,gales25,,
,REDCap,,hcpa,gales25b,,,,gales01,gales25b,,,,,,,,gales25b,,
,REDCap,,hcpa,gales25c,,,,gales01,gales25c,,,,,,,,gales25c,,
,REDCap,,hcpa,gales26,,,,gales01,gales26,,,,,,,,gales26,,
,REDCap,,hcpa,gales26b,,,,gales01,gales26b,,,,,,,,gales26b,,
,REDCap,,hcpa,gales26c,,,,gales01,gales26c,,,,,,,,gales26c,,
,REDCap,,hcpa,gales_worst,,,,gales01,gales_worst,,,,,,,,gales_worst,,
,REDCap,,hcpa,mstrl1a,,,,mchq01,rev_endohypothyroidism,,,,,,,,mstrl1a,,
,REDCap,,hcpa,mstrl1b,,,,mchq01,hyperthyroid,,,,,,,,mstrl1b,,
,REDCap,,hcpa,mstrl1c,,,,mchq01,scq_24_a,,,,,,,,mstrl1c,,
,REDCap,,hcpa,mstrl1a_age,,,,mchq01,hypoage,,,,,,,,mstrl1a_age,,
,REDCap,,hcpa,mstrl1b_age,,,,mchq01,hyperage,,,,,,,,mstrl1b_age,,
,REDCap,,hcpa,mstrl1c_age,,,,mchq01,mhx016b,,,,,,,"Please prepend ""Age (in years) at onset: "" to participant responses.",mstrl1c_age,,"studydata.loc[studydata.mstrl1c_age!='','mstrl1c_age_new']=""Age (in years) at onset: ""; studydata.loc[studydata.mstrl1c_age!='','mstrl1c_age']=studydata.mstrl1c_age_new+studydata.mstrl1c_age; studydata=studydata.drop(columns='mstrl1c_age_new')"
,REDCap,,hcpa,mstrl2,,,,mchq01,mchq_17,,,,,,,,mstrl2,,
,REDCap,,hcpa,mstrl2_reason,,,,mchq01,mchq_18,,,,,,,,mstrl2_reason,,
,REDCap,,hcpa,mstrl2_age,,,,mchq01,femenst,,,,,,,,mstrl2_age,,
,REDCap,,hcpa,mstrl2_cycle,,,,mchq01,mchq_21,,,,,,,,mstrl2_cycle,,
,REDCap,,hcpa,mstrl2_last,,,,mchq01,meau_01b,,,,,,,,mstrl2_last,,
,REDCap,,hcpa,straw1,,,,mchq01,straw1,,,,,,,,straw1,,
,REDCap,,hcpa,straw1a,,,,mchq01,straw1a,,,,,,,,straw1a,,
,REDCap,,hcpa,straw1b,,,,mchq01,straw1b,,,,,,,,straw1b,,
,REDCap,,hcpa,straw1b_other,,,,mchq01,straw1b_other,,,,,,,,straw1b_other,,
,REDCap,,hcpa,straw2,,,,mchq01,straw2,,,,,,,,straw2,,
,REDCap,,hcpa,straw2a,,,,mchq01,straw2a,,,,,,,,straw2a,,
,REDCap,,hcpa,straw2b,,,,mchq01,straw2b,,,,,,,,straw2b,,
,REDCap,,hcpa,straw2b_other,,,,mchq01,straw2b_other,,,,,,,,straw2b_other,,
,REDCap,,hcpa,straw3,,,,mchq01,straw3,,,,,,,,straw3,,
,REDCap,,hcpa,straw3a,,,,mchq01,straw3a,,,,,,,,straw3a,,
,REDCap,,hcpa,straw3b,,,,mchq01,straw3b,,,,,,,,straw3b,,
,REDCap,,hcpa,straw4a,,,,mchq01,straw4a,,,,,,,,straw4a,,
,REDCap,,hcpa,straw4b,,,,mchq01,straw4b,,,,,,,,straw4b,,
,REDCap,,hcpa,straw_code,,,,mchq01,straw_code,,,,,,,,straw_code,,
,REDCap,,hcpa,dummy_var,,,,asr01,version_form,,,,,,,"Please use the 'version_form' column to specify ""Older Adult (60 and above): Past 2 months""",version_form,,studydata['version_form']='Older Adult (60 and above): Past 2 months'
,REDCap,,hcpa,oasr_ppl3,,,,asr01,oasr_ppl3,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl3,,"oasr_ppl3=pd.to_numeric(studydata.oasr_ppl3,errors='coerce')+1; studydata.oasr_ppl3=oasr_ppl3.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl7,,,,asr01,asr2_2,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl7,,"oasr_ppl7=pd.to_numeric(studydata.oasr_ppl7,errors='coerce')+1; studydata.oasr_ppl7=oasr_ppl7.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl8,,,,asr01,asr2_3,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl8,,"oasr_ppl8=pd.to_numeric(studydata.oasr_ppl8,errors='coerce')+1; studydata.oasr_ppl8=oasr_ppl8.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl8_des,,,,asr01,asr2_3_text,,,,,,,,oasr_ppl8_des,,
,REDCap,,hcpa,oasr_ppl9,,,,asr01,asr2_4,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl9,,"oasr_ppl9=pd.to_numeric(studydata.oasr_ppl9,errors='coerce')+1; studydata.oasr_ppl9=oasr_ppl9.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl9_des,,,,asr01,oasr_ppl9_des,,,,,,,,oasr_ppl9_des,,
,REDCap,,hcpa,oasr_ppl12,,,,asr01,asr3_1,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl12,,"oasr_ppl12=pd.to_numeric(studydata.oasr_ppl12,errors='coerce')+1; studydata.oasr_ppl12=oasr_ppl12.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl13,,,,asr01,asr3_2,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl13,,"oasr_ppl13=pd.to_numeric(studydata.oasr_ppl13,errors='coerce')+1; studydata.oasr_ppl13=oasr_ppl13.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl15,,,,asr01,asr3_4,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl15,,"oasr_ppl15=pd.to_numeric(studydata.oasr_ppl15,errors='coerce')+1; studydata.oasr_ppl15=oasr_ppl15.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl16,,,,asr01,oasr_ppl16,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl16,,"oasr_ppl16=pd.to_numeric(studydata.oasr_ppl16,errors='coerce')+1; studydata.oasr_ppl16=oasr_ppl16.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl17,,,,asr01,asr3_6,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl17,,"oasr_ppl17=pd.to_numeric(studydata.oasr_ppl17,errors='coerce')+1; studydata.oasr_ppl17=oasr_ppl17.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl19,,,,asr01,oasr_ppl19,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl19,,"oasr_ppl19=pd.to_numeric(studydata.oasr_ppl19,errors='coerce')+1; studydata.oasr_ppl19=oasr_ppl19.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl20,,,,asr01,oasr_ppl20,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl20,,"oasr_ppl20=pd.to_numeric(studydata.oasr_ppl20,errors='coerce')+1; studydata.oasr_ppl20=oasr_ppl20.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl23,,,,asr01,asr9_4,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl23,,"oasr_ppl23=pd.to_numeric(studydata.oasr_ppl23,errors='coerce')+1; studydata.oasr_ppl23=oasr_ppl23.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl26,,,,asr01,asr5_5,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl26,,"oasr_ppl26=pd.to_numeric(studydata.oasr_ppl26,errors='coerce')+1; studydata.oasr_ppl26=oasr_ppl26.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl26_des,,,,asr01,asr5_5_text,,,,,,,,oasr_ppl26_des,,
,REDCap,,hcpa,oasr_ppl31,,,,asr01,asr6_4,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl31,,"oasr_ppl31=pd.to_numeric(studydata.oasr_ppl31,errors='coerce')+1; studydata.oasr_ppl31=oasr_ppl31.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl32,,,,asr01,asr6_5,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl32,,"oasr_ppl32=pd.to_numeric(studydata.oasr_ppl32,errors='coerce')+1; studydata.oasr_ppl32=oasr_ppl32.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl33,,,,asr01,oasr_ppl33,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl33,,"oasr_ppl33=pd.to_numeric(studydata.oasr_ppl33,errors='coerce')+1; studydata.oasr_ppl33=oasr_ppl33.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl34,,,,asr01,asr21_4,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl34,,"oasr_ppl34=pd.to_numeric(studydata.oasr_ppl34,errors='coerce')+1; studydata.oasr_ppl34=oasr_ppl34.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl35,,,,asr01,oasr_ppl35,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl35,,"oasr_ppl35=pd.to_numeric(studydata.oasr_ppl35,errors='coerce')+1; studydata.oasr_ppl35=oasr_ppl35.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl36,,,,asr01,asr7_4,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl36,,"oasr_ppl36=pd.to_numeric(studydata.oasr_ppl36,errors='coerce')+1; studydata.oasr_ppl36=oasr_ppl36.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl36_des,,,,asr01,asr7_4_text,,,,,,,,oasr_ppl36_des,,
,REDCap,,hcpa,oasr_ppl37,,,,asr01,asr7_5,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl37,,"oasr_ppl37=pd.to_numeric(studydata.oasr_ppl37,errors='coerce')+1; studydata.oasr_ppl37=oasr_ppl37.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl39,,,,asr01,oasr_ppl39,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl39,,"oasr_ppl39=pd.to_numeric(studydata.oasr_ppl39,errors='coerce')+1; studydata.oasr_ppl39=oasr_ppl39.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl40,,,,asr01,asr8_3,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl40,,"oasr_ppl40=pd.to_numeric(studydata.oasr_ppl40,errors='coerce')+1; studydata.oasr_ppl40=oasr_ppl40.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl43,,,,asr01,asr8_6,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl43,,"oasr_ppl43=pd.to_numeric(studydata.oasr_ppl43,errors='coerce')+1; studydata.oasr_ppl43=oasr_ppl43.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl45,,,,asr01,asr9_2,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl45,,"oasr_ppl45=pd.to_numeric(studydata.oasr_ppl45,errors='coerce')+1; studydata.oasr_ppl45=oasr_ppl45.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl47,,,,asr01,oasr_ppl47,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl47,,"oasr_ppl47=pd.to_numeric(studydata.oasr_ppl47,errors='coerce')+1; studydata.oasr_ppl47=oasr_ppl47.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl48,,,,asr01,asr9_6,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl48,,"oasr_ppl48=pd.to_numeric(studydata.oasr_ppl48,errors='coerce')+1; studydata.oasr_ppl48=oasr_ppl48.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl49_1,,,,asr01,asr10_3,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl49_1,,"oasr_ppl49_1=pd.to_numeric(studydata.oasr_ppl49_1,errors='coerce')+1; studydata.oasr_ppl49_1=oasr_ppl49_1.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl49_2,,,,asr01,asr10_4,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl49_2,,"oasr_ppl49_2=pd.to_numeric(studydata.oasr_ppl49_2,errors='coerce')+1; studydata.oasr_ppl49_2=oasr_ppl49_2.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl49_3,,,,asr01,asr10_5,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl49_3,,"oasr_ppl49_3=pd.to_numeric(studydata.oasr_ppl49_3,errors='coerce')+1; studydata.oasr_ppl49_3=oasr_ppl49_3.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl49_4,,,,asr01,asr10_6,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl49_4,,"oasr_ppl49_4=pd.to_numeric(studydata.oasr_ppl49_4,errors='coerce')+1; studydata.oasr_ppl49_4=oasr_ppl49_4.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl49_4_des,,,,asr01,asr10_6_text,,,,,,,,oasr_ppl49_4_des,,
,REDCap,,hcpa,oasr_ppl49_5,,,,asr01,asr11_1,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl49_5,,"oasr_ppl49_5=pd.to_numeric(studydata.oasr_ppl49_5,errors='coerce')+1; studydata.oasr_ppl49_5=oasr_ppl49_5.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl49_6,,,,asr01,asr11_2,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl49_6,,"oasr_ppl49_6=pd.to_numeric(studydata.oasr_ppl49_6,errors='coerce')+1; studydata.oasr_ppl49_6=oasr_ppl49_6.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl49_7,,,,asr01,asr11_3,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl49_7,,"oasr_ppl49_7=pd.to_numeric(studydata.oasr_ppl49_7,errors='coerce')+1; studydata.oasr_ppl49_7=oasr_ppl49_7.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl49_8,,,,asr01,asr11_4,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl49_8,,"oasr_ppl49_8=pd.to_numeric(studydata.oasr_ppl49_8,errors='coerce')+1; studydata.oasr_ppl49_8=oasr_ppl49_8.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl49_9,,,,asr01,asr11_5,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl49_9,,"oasr_ppl49_9=pd.to_numeric(studydata.oasr_ppl49_9,errors='coerce')+1; studydata.oasr_ppl49_9=oasr_ppl49_9.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl49_10,,,,asr01,oasr_ppl49_10,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl49_10,,"oasr_ppl49_10=pd.to_numeric(studydata.oasr_ppl49_10,errors='coerce')+1; studydata.oasr_ppl49_10=oasr_ppl49_10.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl49_11,,,,asr01,oasr_ppl49_11,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl49_11,,"oasr_ppl49_11=pd.to_numeric(studydata.oasr_ppl49_11,errors='coerce')+1; studydata.oasr_ppl49_11=oasr_ppl49_11.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl49_11_des,,,,asr01,cbcl56h_des,,,,,,,,oasr_ppl49_11_des,,
,REDCap,,hcpa,oasr_ppl53,,,,asr01,asr12_3,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl53,,"oasr_ppl53=pd.to_numeric(studydata.oasr_ppl53,errors='coerce')+1; studydata.oasr_ppl53=oasr_ppl53.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl54,,,,asr01,oasr_ppl54,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl54,,"oasr_ppl54=pd.to_numeric(studydata.oasr_ppl54,errors='coerce')+1; studydata.oasr_ppl54=oasr_ppl54.fillna(-99).astype(int).astype(str).str.replace('-99','')"
