study,source,dbase,Inst,hcp_variable,variable_label,variable_type,variable_options,nda_structure,nda_element,structure_label,element_label,element_description,element_values,inst_short,template,action_request,hcp_variable_upload,specialty_code,requested_python
HCPD,REDCap,hcpdchild hcpd18,,neo50,,,,neo_ffi_form_s_adult_200301,neo_q50,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo50,,"neo50=pd.to_numeric(studydata.neo50,errors='coerce')-1; studydata.neo50=neo50.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo51,,,,neo_ffi_form_s_adult_200301,neo_q51,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo51,,"neo51=pd.to_numeric(studydata.neo51,errors='coerce')-1; studydata.neo51=neo51.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo52,,,,neo_ffi_form_s_adult_200301,neo_q52,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo52,,"neo52=pd.to_numeric(studydata.neo52,errors='coerce')-1; studydata.neo52=neo52.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo53,,,,neo_ffi_form_s_adult_200301,neo_q53,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo53,,"neo53=pd.to_numeric(studydata.neo53,errors='coerce')-1; studydata.neo53=neo53.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo54,,,,neo_ffi_form_s_adult_200301,neo_q54,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo54,,"neo54=pd.to_numeric(studydata.neo54,errors='coerce')-1; studydata.neo54=neo54.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo55,,,,neo_ffi_form_s_adult_200301,neo_q55,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo55,,"neo55=pd.to_numeric(studydata.neo55,errors='coerce')-1; studydata.neo55=neo55.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo56,,,,neo_ffi_form_s_adult_200301,neo_q56,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo56,,"neo56=pd.to_numeric(studydata.neo56,errors='coerce')-1; studydata.neo56=neo56.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo57,,,,neo_ffi_form_s_adult_200301,neo_q57,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo57,,"neo57=pd.to_numeric(studydata.neo57,errors='coerce')-1; studydata.neo57=neo57.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo58,,,,neo_ffi_form_s_adult_200301,neo_q58,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo58,,"neo58=pd.to_numeric(studydata.neo58,errors='coerce')-1; studydata.neo58=neo58.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo59,,,,neo_ffi_form_s_adult_200301,neo_q59,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo59,,"neo59=pd.to_numeric(studydata.neo59,errors='coerce')-1; studydata.neo59=neo59.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo60,,,,neo_ffi_form_s_adult_200301,neo_q60,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo60,,"neo60=pd.to_numeric(studydata.neo60,errors='coerce')-1; studydata.neo60=neo60.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,dummy_var15,,,,gbi01,version_form,,,,,,,"Please use the 'version_form' column to label all rows ""S7up Self Report"".",version_form,,studydata['version_form']='S7up Self Report'
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself1,,,,gbi01,gbi4,,,,,,,,s7upchildself1,,
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself2,,,,gbi01,s7upchildself2,,,,,,,,s7upchildself2,,
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself3,,,,gbi01,gbi6,,,,,,,,s7upchildself3,,
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself4,,,,gbi01,s7upchildself4,,,,,,,,s7upchildself4,,
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself5,,,,gbi01,s7upchildself5,,,,,,,,s7upchildself5,,
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself6,,,,gbi01,s7upchildself6,,,,,,,,s7upchildself6,,
HCPD,REDCap,hcpdchild hcpd18,,s7upchildself7,,,,gbi01,gbi10,,,,,,,,s7upchildself7,,
HCPD,REDCap,hcpdchild,,ysra_item1,,,,ysr01,ysr_1,,,,,,,,ysra_item1,,
HCPD,REDCap,hcpdchild,,ysra_item2_1,,,,ysr01,ysr2,,,,,,,,ysra_item2_1,,
HCPD,REDCap,hcpdchild,,ysra_item2_2,,,,ysr01,cbcl1_2_text,,,,,,,,ysra_item2_2,,
HCPD,REDCap,hcpdchild,,ysra_item3,,,,ysr01,ysr_3,,,,,,,,ysra_item3,,
HCPD,REDCap,hcpdchild,,ysra_item4,,,,ysr01,tr04,,,,,,,,ysra_item4,,
HCPD,REDCap,hcpdchild,,ysra_item5,,,,ysr01,ysr5,,,,,,,,ysra_item5,,
HCPD,REDCap,hcpdchild,,ysra_item6,,,,ysr01,ysr_6,,,,,,,,ysra_item6,,
HCPD,REDCap,hcpdchild,,ysra_item7,,,,ysr01,ysr_7,,,,,,,,ysra_item7,,
HCPD,REDCap,hcpdchild,,ysra_item8,,,,ysr01,ysr_8,,,,,,,,ysra_item8,,
HCPD,REDCap,hcpdchild,,ysra_item9_1,,,,ysr01,ysr_9,,,,,,,,ysra_item9_1,,
HCPD,REDCap,hcpdchild,,ysra_item9_2,,,,ysr01,cbcl2_3_text,,,,,,,,ysra_item9_2,,
HCPD,REDCap,hcpdchild,,ysra_item10,,,,ysr01,ysr_10,,,,,,,,ysra_item10,,
HCPD,REDCap,hcpdchild,,ysra_item11,,,,ysr01,ysr_11,,,,,,,,ysra_item11,,
HCPD,REDCap,hcpdchild,,ysra_item12,,,,ysr01,ysr_12,,,,,,,,ysra_item12,,
HCPD,REDCap,hcpdchild,,ysra_item13,,,,ysr01,ysr_13,,,,,,,,ysra_item13,,
HCPD,REDCap,hcpdchild,,ysra_item14,,,,ysr01,ysr_14,,,,,,,,ysra_item14,,
HCPD,REDCap,hcpdchild,,ysra_item15,,,,ysr01,ysr_15,,,,,,,,ysra_item15,,
HCPD,REDCap,hcpdchild,,ysra_item16,,,,ysr01,ysr_16,,,,,,,,ysra_item16,,
HCPD,REDCap,hcpdchild,,ysra_item17,,,,ysr01,ysr_17,,,,,,,,ysra_item17,,
HCPD,REDCap,hcpdchild,,ysra_item18,,,,ysr01,ysr_18,,,,,,,,ysra_item18,,
HCPD,REDCap,hcpdchild,,ysra_item19,,,,ysr01,ysr_19,,,,,,,,ysra_item19,,
HCPD,REDCap,hcpdchild,,ysra_item20,,,,ysr01,ysr_20,,,,,,,,ysra_item20,,
HCPD,REDCap,hcpdchild,,ysra_item21,,,,ysr01,ysr_21,,,,,,,,ysra_item21,,
HCPD,REDCap,hcpdchild,,ysra_item22,,,,ysr01,ysr_22,,,,,,,,ysra_item22,,
HCPD,REDCap,hcpdchild,,ysra_item23,,,,ysr01,ysr_23,,,,,,,,ysra_item23,,
HCPD,REDCap,hcpdchild,,ysra_item24,,,,ysr01,ysr_24,,,,,,,,ysra_item24,,
HCPD,REDCap,hcpdchild,,ysra_item25,,,,ysr01,ysr_25,,,,,,,,ysra_item25,,
HCPD,REDCap,hcpdchild,,ysra_item26,,,,ysr01,ysr_26,,,,,,,,ysra_item26,,
HCPD,REDCap,hcpdchild,,ysra_item27,,,,ysr01,ysr_27,,,,,,,,ysra_item27,,
HCPD,REDCap,hcpdchild,,ysra_item28,,,,ysr01,ysr28,,,,,,,,ysra_item28,,
HCPD,REDCap,hcpdchild,,ysra_item29_1,,,,ysr01,ysr_29,,,,,,,,ysra_item29_1,,
HCPD,REDCap,hcpdchild,,ysra_item29_2,,,,ysr01,cbcl5_2_text,,,,,,,,ysra_item29_2,,
HCPD,REDCap,hcpdchild,,ysra_item30,,,,ysr01,ysr_30,,,,,,,,ysra_item30,,
HCPD,REDCap,hcpdchild,,ysra_item31,,,,ysr01,ysr_31,,,,,,,,ysra_item31,,
HCPD,REDCap,hcpdchild,,ysra_item32,,,,ysr01,ysr_32,,,,,,,,ysra_item32,,
HCPD,REDCap,hcpdchild,,ysra_item33,,,,ysr01,ysr_33,,,,,,,,ysra_item33,,
HCPD,REDCap,hcpdchild,,ysra_item34,,,,ysr01,ysr_34,,,,,,,,ysra_item34,,
HCPD,REDCap,hcpdchild,,ysra_item35,,,,ysr01,ysr_35,,,,,,,,ysra_item35,,
HCPD,REDCap,hcpdchild,,ysra_item36,,,,ysr01,ysr_36,,,,,,,,ysra_item36,,
HCPD,REDCap,hcpdchild,,ysra_item37,,,,ysr01,ysr_37,,,,,,,,ysra_item37,,
HCPD,REDCap,hcpdchild,,ysra_item38,,,,ysr01,ysr_38,,,,,,,,ysra_item38,,
HCPD,REDCap,hcpdchild,,ysra_item39,,,,ysr01,ysr_39,,,,,,,,ysra_item39,,
HCPD,REDCap,hcpdchild,,ysra_item40_1,,,,ysr01,ysr_40,,,,,,,,ysra_item40_1,,
HCPD,REDCap,hcpdchild,,ysra_item40_2,,,,ysr01,cbcl6_6_text,,,,,,,,ysra_item40_2,,
HCPD,REDCap,hcpdchild,,ysra_item41,,,,ysr01,ysr_41,,,,,,,,ysra_item41,,
HCPD,REDCap,hcpdchild,,ysra_item42,,,,ysr01,ysr_42,,,,,,,,ysra_item42,,
HCPD,REDCap,hcpdchild,,ysra_item43,,,,ysr01,ysr_43,,,,,,,,ysra_item43,,
HCPD,REDCap,hcpdchild,,ysra_item44,,,,ysr01,ysr_44,,,,,,,,ysra_item44,,
HCPD,REDCap,hcpdchild,,ysra_item45,,,,ysr01,ysr_45,,,,,,,,ysra_item45,,
HCPD,REDCap,hcpdchild,,ysra_item46_1,,,,ysr01,ysr_46,,,,,,,,ysra_item46_1,,
HCPD,REDCap,hcpdchild,,ysra_item46_2,,,,ysr01,cbcl7_3_text,,,,,,,,ysra_item46_2,,
HCPD,REDCap,hcpdchild,,ysra_item47,,,,ysr01,ysr_47,,,,,,,,ysra_item47,,
HCPD,REDCap,hcpdchild,,ysra_item48,,,,ysr01,ysr_48,,,,,,,,ysra_item48,,
HCPD,REDCap,hcpdchild,,ysra_item49,,,,ysr01,ysr_49,,,,,,,,ysra_item49,,
HCPD,REDCap,hcpdchild,,ysra_item50,,,,ysr01,ysr_50,,,,,,,,ysra_item50,,
HCPD,REDCap,hcpdchild,,ysra_item51,,,,ysr01,ysr_51,,,,,,,,ysra_item51,,
HCPD,REDCap,hcpdchild,,ysra_item52,,,,ysr01,ysr_52,,,,,,,,ysra_item52,,
HCPD,REDCap,hcpdchild,,ysra_item53,,,,ysr01,ysr_53,,,,,,,,ysra_item53,,
HCPD,REDCap,hcpdchild,,ysra_item54,,,,ysr01,ysr_54,,,,,,,,ysra_item54,,
HCPD,REDCap,hcpdchild,,ysra_item55,,,,ysr01,ysr_55,,,,,,,,ysra_item55,,
HCPD,REDCap,hcpdchild,,ysra_item56_1,,,,ysr01,ysr_56,,,,,,,,ysra_item56_1,,
HCPD,REDCap,hcpdchild,,ysra_item56_2,,,,ysr01,ysr_57,,,,,,,,ysra_item56_2,,
HCPD,REDCap,hcpdchild,,ysra_item56_3,,,,ysr01,ysr_58,,,,,,,,ysra_item56_3,,
HCPD,REDCap,hcpdchild,,ysra_item56_4_1,,,,ysr01,ysr_59,,,,,,,,ysra_item56_4_1,,
HCPD,REDCap,hcpdchild,,ysra_item56_4_2,,,,ysr01,cbcl9_2_text,,,,,,,,ysra_item56_4_2,,
HCPD,REDCap,hcpdchild,,ysra_item56_5,,,,ysr01,ysr_60,,,,,,,,ysra_item56_5,,
HCPD,REDCap,hcpdchild,,ysra_item56_6,,,,ysr01,ysr_61,,,,,,,,ysra_item56_6,,
HCPD,REDCap,hcpdchild,,ysra_item56_7,,,,ysr01,ysr_62,,,,,,,,ysra_item56_7,,
HCPD,REDCap,hcpdchild,,ysra_item56_8_1,,,,ysr01,ysr_63,,,,,,,,ysra_item56_8_1,,
HCPD,REDCap,hcpdchild,,ysra_item56_8_2,,,,ysr01,cbcl56h_des,,,,,,,,ysra_item56_8_2,,
HCPD,REDCap,hcpdchild,,ysra_item57,,,,ysr01,ysr_64,,,,,,,,ysra_item57,,
HCPD,REDCap,hcpdchild,,ysra_item58_1,,,,ysr01,ysr_65,,,,,,,,ysra_item58_1,,
HCPD,REDCap,hcpdchild,,ysra_item58_2,,,,ysr01,cbcl10_1_text,,,,,,,,ysra_item58_2,,
HCPD,REDCap,hcpdchild,,ysra_item59,,,,ysr01,ysr_66,,,,,,,,ysra_item59,,
HCPD,REDCap,hcpdchild,,ysra_item60,,,,ysr01,ysr_67,,,,,,,,ysra_item60,,
HCPD,REDCap,hcpdchild,,ysra_item61,,,,ysr01,ysr_68,,,,,,,,ysra_item61,,
HCPD,REDCap,hcpdchild,,ysra_item62,,,,ysr01,ysr_69,,,,,,,,ysra_item62,,
HCPD,REDCap,hcpdchild,,ysra_item63,,,,ysr01,ysr_70,,,,,,,,ysra_item63,,
HCPD,REDCap,hcpdchild,,ysra_item64,,,,ysr01,ysr_71,,,,,,,,ysra_item64,,
HCPD,REDCap,hcpdchild,,ysra_item65,,,,ysr01,ysr_72,,,,,,,,ysra_item65,,
HCPD,REDCap,hcpdchild,,ysra_item66_1,,,,ysr01,ysr_73,,,,,,,,ysra_item66_1,,
HCPD,REDCap,hcpdchild,,ysra_item66_2,,,,ysr01,cbcl11_2_text,,,,,,,,ysra_item66_2,,
HCPD,REDCap,hcpdchild,,ysra_item67,,,,ysr01,ysr_74,,,,,,,,ysra_item67,,
HCPD,REDCap,hcpdchild,,ysra_item68,,,,ysr01,ysr_75,,,,,,,,ysra_item68,,
HCPD,REDCap,hcpdchild,,ysra_item69,,,,ysr01,ysr_76,,,,,,,,ysra_item69,,
HCPD,REDCap,hcpdchild,,ysra_item70_1,,,,ysr01,ysr_77,,,,,,,,ysra_item70_1,,
HCPD,REDCap,hcpdchild,,ysra_item70_2,,,,ysr01,cbcl11_6_text,,,,,,,,ysra_item70_2,,
HCPD,REDCap,hcpdchild,,ysra_item71,,,,ysr01,ysr_78,,,,,,,,ysra_item71,,
HCPD,REDCap,hcpdchild,,ysra_item72,,,,ysr01,ysr_79,,,,,,,,ysra_item72,,
HCPD,REDCap,hcpdchild,,ysra_item73_1,,,,ysr01,ysr_80,,,,,,,,ysra_item73_1,,
HCPD,REDCap,hcpdchild,,ysra_item74,,,,ysr01,ysr_81,,,,,,,,ysra_item74,,
HCPD,REDCap,hcpdchild,,ysra_item75,,,,ysr01,ysr_82,,,,,,,,ysra_item75,,
HCPD,REDCap,hcpdchild,,ysra_item76,,,,ysr01,ysr_83,,,,,,,,ysra_item76,,
HCPD,REDCap,hcpdchild,,ysra_item77_1,,,,ysr01,ysr_84,,,,,,,,ysra_item77_1,,
HCPD,REDCap,hcpdchild,,ysra_item77_2,,,,ysr01,cbcl12_6_text,,,,,,,,ysra_item77_2,,
HCPD,REDCap,hcpdchild,,ysra_item78,,,,ysr01,tr78,,,,,,,,ysra_item78,,
HCPD,REDCap,hcpdchild,,ysra_item79_1,,,,ysr01,ysr_86,,,,,,,,ysra_item79_1,,
HCPD,REDCap,hcpdchild,,ysra_item79_2,,,,ysr01,cbcl13_1_text,,,,,,,,ysra_item79_2,,
HCPD,REDCap,hcpdchild,,ysra_item80,,,,ysr01,ysr_87,,,,,,,,ysra_item80,,
HCPD,REDCap,hcpdchild,,ysra_item81,,,,ysr01,ysr_88,,,,,,,,ysra_item81,,
HCPD,REDCap,hcpdchild,,ysra_item82,,,,ysr01,ysr_89,,,,,,,,ysra_item82,,
HCPD,REDCap,hcpdchild,,ysra_item83_1,,,,ysr01,ysr_90,,,,,,,,ysra_item83_1,,
HCPD,REDCap,hcpdchild,,ysra_item83_2,,,,ysr01,cbcl13_5_text,,,,,,,,ysra_item83_2,,
HCPD,REDCap,hcpdchild,,ysra_item84_1,,,,ysr01,ysr_91,,,,,,,,ysra_item84_1,,
HCPD,REDCap,hcpdchild,,ysra_item84_2,,,,ysr01,cbcl13_6_text,,,,,,,,ysra_item84_2,,
HCPD,REDCap,hcpdchild,,ysra_item85_1,,,,ysr01,ysr_92,,,,,,,,ysra_item85_1,,
HCPD,REDCap,hcpdchild,,ysra_item85_2,,,,ysr01,cbcl13_7_text,,,,,,,,ysra_item85_2,,
HCPD,REDCap,hcpdchild,,ysra_item86,,,,ysr01,ysr_93,,,,,,,,ysra_item86,,
HCPD,REDCap,hcpdchild,,ysra_item87,,,,ysr01,ysr_94,,,,,,,,ysra_item87,,
HCPD,REDCap,hcpdchild,,ysra_item88,,,,ysr01,ysr_95,,,,,,,,ysra_item88,,
HCPD,REDCap,hcpdchild,,ysra_item89,,,,ysr01,ysr_96,,,,,,,,ysra_item89,,
HCPD,REDCap,hcpdchild,,ysra_item90,,,,ysr01,ysr_97,,,,,,,,ysra_item90,,
HCPD,REDCap,hcpdchild,,ysra_item91,,,,ysr01,ysr_98,,,,,,,,ysra_item91,,
HCPD,REDCap,hcpdchild,,ysra_item92_1,,,,ysr01,ysr_99,,,,,,,,ysra_item92_1,,
HCPD,REDCap,hcpdchild,,ysra_item93,,,,ysr01,ysr_100,,,,,,,,ysra_item93,,
HCPD,REDCap,hcpdchild,,ysra_item94,,,,ysr01,ysr_101,,,,,,,,ysra_item94,,
HCPD,REDCap,hcpdchild,,ysra_item95,,,,ysr01,ysr_102,,,,,,,,ysra_item95,,
HCPD,REDCap,hcpdchild,,ysra_item96,,,,ysr01,ysr_103,,,,,,,,ysra_item96,,
HCPD,REDCap,hcpdchild,,ysra_item97,,,,ysr01,ysr_104,,,,,,,,ysra_item97,,
HCPD,REDCap,hcpdchild,,ysra_item98,,,,ysr01,ysr_105,,,,,,,,ysra_item98,,
HCPD,REDCap,hcpdchild,,ysra_item99,,,,ysr01,cbcl99,,,,,,,,ysra_item99,,
HCPD,REDCap,hcpdchild,,ysra_item100_1,,,,ysr01,ysr_107,,,,,,,,ysra_item100_1,,
HCPD,REDCap,hcpdchild,,ysra_item100_2,,,,ysr01,cbcl16_1_text,,,,,,,,ysra_item100_2,,
HCPD,REDCap,hcpdchild,,ysra_item101,,,,ysr01,ysr_108,,,,,,,,ysra_item101,,
HCPD,REDCap,hcpdchild,,ysra_item102,,,,ysr01,ysr_109,,,,,,,,ysra_item102,,
HCPD,REDCap,hcpdchild,,ysra_item103,,,,ysr01,ysr_110,,,,,,,,ysra_item103,,
HCPD,REDCap,hcpdchild,,ysra_item104,,,,ysr01,ysr_111,,,,,,,,ysra_item104,,
HCPD,REDCap,hcpdchild,,ysra_item105_1,,,,ysr01,ysr_112,,,,,,,,ysra_item105_1,,
HCPD,REDCap,hcpdchild,,ysra_item105_2,,,,ysr01,cbcl16_6_text,,,,,,,,ysra_item105_2,,
HCPD,REDCap,hcpdchild,,ysra_item106,,,,ysr01,ysr_113,,,,,,,,ysra_item106,,
HCPD,REDCap,hcpdchild,,ysra_item107,,,,ysr01,ysr_114,,,,,,,,ysra_item107,,
HCPD,REDCap,hcpdchild,,ysra_item108,,,,ysr01,ysr_115,,,,,,,,ysra_item108,,
HCPD,REDCap,hcpdchild,,ysra_item109,,,,ysr01,ysr_116,,,,,,,,ysra_item109,,
HCPD,REDCap,hcpdchild,,ysra_item110,,,,ysr01,ysr_117,,,,,,,,ysra_item110,,
HCPD,REDCap,hcpdchild,,ysra_item111,,,,ysr01,ysr_118,,,,,,,,ysra_item111,,
HCPD,REDCap,hcpdchild,,ysra_item112,,,,ysr01,ysr_119,,,,,,,,ysra_item112,,
HCPD,REDCap,hcpdchild hcpd18,,ale1,,,,phenx_su01,fam_mem_died,,,,,,, ,ale1,,
HCPD,REDCap,hcpdchild hcpd18,,ale1_1,,,,phenx_su01,fam_mem_died_exp,,,,,,,,ale1_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale1_2,,,,phenx_su01,fam_mem_died_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale1_2,,"studydata.ale1_2=studydata.ale1_2.str.replace('2','3'); studydata.ale1_2.str.replace('1','2');studydata.ale1_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale2,,,,phenx_su01,fam_mem_injured,,,,,,,,ale2,,
HCPD,REDCap,hcpdchild hcpd18,,ale2_1,,,,phenx_su01,fam_mem_injured_exp,,,,,,,,ale2_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale2_2,,,,phenx_su01,fam_mem_injured_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale2_2,,"studydata.ale2_2=studydata.ale2_2.str.replace('2','3'); studydata.ale2_2.str.replace('1','2');studydata.ale2_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale3,,,,phenx_su01,saw_crime_accident,,,,,,,,ale3,,
HCPD,REDCap,hcpdchild hcpd18,,ale3_1,,,,phenx_su01,saw_crime_accident_exp,,,,,,,,ale3_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale3_2,,,,phenx_su01,saw_crime_accident_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale3_2,,"studydata.ale3_2=studydata.ale3_2.str.replace('2','3'); studydata.ale3_2.str.replace('1','2');studydata.ale3_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale4,,,,phenx_su01,lost_close_friend,,,,,,,,ale4,,
HCPD,REDCap,hcpdchild hcpd18,,ale4_1,,,,phenx_su01,lost_close_friend_exp,,,,,,,,ale4_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale4_2,,,,phenx_su01,lost_close_friend_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale4_2,,"studydata.ale4_2=studydata.ale4_2.str.replace('2','3'); studydata.ale4_2.str.replace('1','2');studydata.ale4_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale5,,,,phenx_su01,close_friend_sick_injured,,,,,,,,ale5,,
HCPD,REDCap,hcpdchild hcpd18,,ale5_1,,,,phenx_su01,close_friend_sick_injured_exp,,,,,,,,ale5_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale5_2,,,,phenx_su01,close_friend_sick_injured_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale5_2,,"studydata.ale5_2=studydata.ale5_2.str.replace('2','3'); studydata.ale5_2.str.replace('1','2');studydata.ale5_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale6,,,,phenx_su01,parents_fin_situation,,,,,,,,ale6,,
HCPD,REDCap,hcpdchild hcpd18,,ale6_1,,,,phenx_su01,parents_fin_situation_exp,,,,,,,,ale6_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale6_2,,,,phenx_su01,parents_fin_situation_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale6_2,,"studydata.ale6_2=studydata.ale6_2.str.replace('2','3'); studydata.ale6_2.str.replace('1','2');studydata.ale6_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale7,,,,phenx_su01,fam_mem_drug_alc,,,,,,,,ale7,,
HCPD,REDCap,hcpdchild hcpd18,,ale7_1,,,,phenx_su01,fam_mem_drug_alc_exp,,,,,,,,ale7_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale7_2,,,,phenx_su01,fam_mem_drug_alc_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale7_2,,"studydata.ale7_2=studydata.ale7_2.str.replace('2','3'); studydata.ale7_2.str.replace('1','2');studydata.ale7_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale8,,,,phenx_su01,sick_injured,,,,,,,,ale8,,
HCPD,REDCap,hcpdchild hcpd18,,ale8_1,,,,phenx_su01,sick_injured_exp,,,,,,,,ale8_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale8_2,,,,phenx_su01,sick_injured_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale8_2,,"studydata.ale8_2=studydata.ale8_2.str.replace('2','3'); studydata.ale8_2.str.replace('1','2');studydata.ale8_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale9,,,,phenx_su01,parents_argue,,,,,,,,ale9,,
HCPD,REDCap,hcpdchild hcpd18,,ale9_1,,,,phenx_su01,parents_argue_exp,,,,,,,,ale9_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale9_2,,,,phenx_su01,parents_argue_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale9_2,,"studydata.ale9_2=studydata.ale9_2.str.replace('2','3'); studydata.ale9_2.str.replace('1','2');studydata.ale9_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale10,,,,phenx_su01,mother_father_lostjob,,,,,,,,ale10,,
HCPD,REDCap,hcpdchild hcpd18,,ale10_1,,,,phenx_su01,mother_father_lostjob_exp,,,,,,,,ale10_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale10_2,,,,phenx_su01,mother_father_lostjob_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale10_2,,"studydata.ale10_2=studydata.ale10_2.str.replace('2','3'); studydata.ale10_2.str.replace('1','2');studydata.ale10_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale11,,,,phenx_su01,parent_away_home,,,,,,,,ale11,,
HCPD,REDCap,hcpdchild hcpd18,,ale11_1,,,,phenx_su01,parent_away_home_exp,,,,,,,,ale11_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale11_2,,,,phenx_su01,parent_away_home_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale11_2,,"studydata.ale11_2=studydata.ale11_2.str.replace('2','3'); studydata.ale11_2.str.replace('1','2');studydata.ale11_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale12,,,,phenx_su01,fam_mem_arrest,,,,,,,,ale12,,
HCPD,REDCap,hcpdchild hcpd18,,ale12_1,,,,phenx_su01,fam_mem_arrest_exp,,,,,,,,ale12_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale12_2,,,,phenx_su01,fam_mem_arrest_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale12_2,,"studydata.ale12_2=studydata.ale12_2.str.replace('2','3'); studydata.ale12_2.str.replace('1','2');studydata.ale12_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale13,,,,phenx_su01,close_friend_died,,,,,,,,ale13,,
HCPD,REDCap,hcpdchild hcpd18,,ale13_1,,,,phenx_su01,close_friend_died_exp,,,,,,,,ale13_1,,
HCPD,REDCap,hcpdchild hcpd18,,ale13_2,,,,phenx_su01,close_friend_died_aff,,,,,,,"Please increment codes of 0, 1, and 2, but leave code 4 as it is.",ale13_2,,"studydata.ale13_2=studydata.ale13_2.str.replace('2','3'); studydata.ale13_2.str.replace('1','2');studydata.ale13_2.str.replace('0','1')"
HCPD,REDCap,hcpdchild hcpd18,,ale14,,,,phenx_su01,fam_mem_emo_mental,,,,,,,,ale14,,
HCPD,REDCap,hcpdchild hcpd18,,ale14_1,,,,phenx_su01,fam_mem_emo_mental_exp,,,,,,,,ale14_1,,
